incident_id,start_time,end_time,duration_min,severity,tower,service,host,root_cause,status,alert_volume,error_count,warn_count,info_count,cpu_util_peak,memory_util_peak,disk_util_peak,latency_max_ms,impacted_services
INC-001421,2024-02-14 13:23:11.325973,2024-02-14 13:51:11.325973,28,P3 Medium,Storage,payment-gateway,host-049,Disk Failure,investigating,4,97,940,2221,18.7,53.8,86.0,805.0,3
INC-001434,2024-02-14 13:54:02.585848,2024-02-14 15:51:02.585848,117,P3 Medium,Database,analytics-engine,host-025,Database Failure,investigating,4,94,282,3115,51.1,49.0,65.7,10666.0,8
INC-004015,2024-02-14 14:36:32.455886,2024-02-14 19:06:32.455886,270,P1 Critical,Compute,notification-service,host-034,Kubernetes Pod Failure,resolved,35,2636,141,1829,31.3,59.7,35.7,544.0,8
INC-000925,2024-02-14 15:24:54.794200,2024-02-14 17:46:54.794200,142,P2 High,Database,api-gateway,host-041,Database Failure,resolved,39,2372,182,3731,56.7,49.4,34.4,8518.0,7
INC-003641,2024-02-14 15:35:52.807415,2024-02-14 16:43:52.807415,68,P3 Medium,Compute,message-broker,host-009,Disk Failure,resolved,4,5,757,985,55.3,62.2,82.3,582.0,1
INC-002090,2024-02-14 15:37:23.389063,2024-02-14 15:46:23.389063,9,P4 Low,Database,api-gateway,host-034,Database Failure,resolved,4,3,354,4038,46.4,22.8,56.7,4193.0,3
INC-000801,2024-02-14 15:45:52.597859,2024-02-14 16:41:52.597859,56,P3 Medium,Compute,inventory-api,host-013,Cloud Resource Exhaustion,mitigated,4,83,937,1505,81.1,12.1,18.3,479.0,8
INC-003105,2024-02-14 16:46:33.292345,2024-02-14 17:40:33.292345,54,P3 Medium,Application,reporting-service,host-001,Service Crash,resolved,7,14,540,902,59.9,21.7,33.0,886.0,4
INC-003313,2024-02-14 18:38:54.184079,2024-02-14 20:09:54.184079,91,P3 Medium,Database,payment-gateway,host-021,Database Failure,resolved,6,62,687,4752,23.4,49.0,47.3,9194.0,1
INC-000878,2024-02-14 18:41:04.292186,2024-02-14 19:25:04.292186,44,P4 Low,Compute,reporting-service,host-021,Database Failure,resolved,6,4,949,2047,36.7,45.9,60.9,11528.0,2
INC-000450,2024-02-14 18:47:30.563568,2024-02-14 19:34:30.563568,47,P3 Medium,Network,payment-gateway,host-044,Network Failure,investigating,10,59,285,839,33.1,10.4,40.7,8659.0,6
INC-003234,2024-02-14 20:13:11.451028,2024-02-14 22:06:11.451028,113,P2 High,Compute,api-gateway,host-048,Kubernetes Pod Failure,investigating,13,2072,307,3977,45.2,41.0,32.8,248.0,5
INC-003029,2024-02-14 20:29:22.233483,2024-02-14 20:42:22.233483,13,P4 Low,Cloud,message-broker,host-032,Service Crash,mitigated,5,79,496,2326,51.4,32.9,19.5,446.0,1
INC-002215,2024-02-14 20:36:16.670334,2024-02-14 21:07:16.670334,31,P3 Medium,Network,auth-service,host-026,Network Failure,resolved,10,21,131,2279,48.8,37.9,27.0,9761.0,7
INC-003880,2024-02-14 20:41:57.796319,2024-02-14 21:06:57.796319,25,P3 Medium,Storage,auth-service,host-030,Service Crash,investigating,7,49,962,4679,56.0,21.4,55.2,155.0,1
INC-001622,2024-02-14 22:02:10.460235,2024-02-15 02:52:10.460235,290,P1 Critical,Compute,payment-gateway,host-043,Memory Leak,resolved,39,3014,246,4085,17.8,85.6,10.9,901.0,8
INC-003052,2024-02-14 23:02:22.629787,2024-02-14 23:28:22.629787,26,P3 Medium,Storage,payment-gateway,host-040,Disk Failure,resolved,2,96,84,529,16.4,11.1,87.0,522.0,7
INC-003293,2024-02-14 23:16:57.764215,2024-02-15 00:49:57.764215,93,P2 High,Database,payment-gateway,host-029,Database Failure,resolved,49,447,41,2706,26.2,50.3,46.8,7511.0,2
INC-003409,2024-02-14 23:50:15.727027,2024-02-15 01:50:15.727027,120,P3 Medium,Storage,analytics-engine,host-030,Disk Failure,resolved,3,33,726,3137,39.1,25.8,90.1,571.0,7
INC-004102,2024-02-15 00:25:16.065837,2024-02-15 05:54:16.065837,329,P1 Critical,Compute,auth-service,host-008,Service Crash,resolved,21,1114,932,2359,15.0,22.2,64.7,561.0,8
INC-001425,2024-02-15 00:54:50.899949,2024-02-15 01:44:50.899949,50,P3 Medium,Cloud,message-broker,host-035,Cloud Resource Exhaustion,resolved,9,73,807,843,99.2,26.7,65.9,200.0,3
INC-000370,2024-02-15 01:24:54.529273,2024-02-15 03:18:54.529273,114,P3 Medium,Compute,reporting-service,host-011,CPU Saturation,investigating,6,12,98,621,67.6,10.3,37.3,490.0,1
INC-003781,2024-02-15 01:59:50.406497,2024-02-15 02:59:50.406497,60,P4 Low,Application,analytics-engine,host-004,Memory Leak,resolved,1,27,555,2548,48.1,85.2,32.4,209.0,3
INC-000794,2024-02-15 02:25:13.284532,2024-02-15 02:53:13.284532,28,P4 Low,Compute,inventory-api,host-020,CPU Saturation,resolved,4,84,581,2134,58.0,11.9,32.1,823.0,2
INC-001847,2024-02-15 03:09:58.080554,2024-02-15 07:02:58.080554,233,P1 Critical,Database,api-gateway,host-006,Database Failure,resolved,35,4230,519,4743,34.4,64.3,23.8,6487.0,5
INC-003772,2024-02-15 03:12:53.084851,2024-02-15 10:34:53.084851,442,P1 Critical,Compute,inventory-api,host-047,Kubernetes Pod Failure,resolved,9,292,841,2554,33.2,30.6,35.1,255.0,4
INC-000328,2024-02-15 04:00:11.694168,2024-02-15 07:28:11.694168,208,P2 High,Cloud,order-service,host-043,Kubernetes Pod Failure,resolved,19,838,110,3173,48.6,28.7,48.6,697.0,1
INC-001972,2024-02-15 04:02:48.562195,2024-02-15 05:56:48.562195,114,P2 High,Application,reporting-service,host-009,Disk Failure,resolved,41,2161,882,1637,40.6,29.9,90.9,421.0,6
INC-003044,2024-02-15 04:06:13.262247,2024-02-15 04:23:13.262247,17,P4 Low,Compute,inventory-api,host-044,CPU Saturation,investigating,3,97,1000,2130,51.0,40.1,47.7,685.0,8
INC-002092,2024-02-15 04:21:16.601382,2024-02-15 04:48:16.601382,27,P3 Medium,Database,auth-service,host-019,Database Failure,resolved,2,7,219,1778,42.6,16.3,40.2,3616.0,6
INC-004621,2024-02-15 04:26:53.281419,2024-02-15 05:33:53.281419,67,P2 High,Compute,inventory-api,host-011,Memory Leak,resolved,10,1552,553,3988,50.1,83.3,15.7,265.0,4
INC-002104,2024-02-15 04:27:10.006881,2024-02-15 05:28:10.006881,61,P3 Medium,Cloud,inventory-api,host-048,Cloud Resource Exhaustion,resolved,5,65,98,4884,99.6,37.7,62.7,448.0,6
INC-002773,2024-02-15 04:39:14.208013,2024-02-15 06:13:14.208013,94,P1 Critical,Compute,analytics-engine,host-004,CPU Saturation,resolved,19,1425,697,3526,51.1,62.7,18.8,656.0,7
INC-002388,2024-02-15 05:48:59.867614,2024-02-15 07:31:59.867614,103,P2 High,Storage,cache-cluster,host-046,Service Crash,investigating,43,2782,709,917,38.8,43.3,34.8,121.0,4
INC-002474,2024-02-15 05:51:20.123689,2024-02-15 07:23:20.123689,92,P3 Medium,Storage,auth-service,host-046,Service Crash,mitigated,6,94,724,3476,26.2,47.1,46.1,820.0,4
INC-002377,2024-02-15 06:25:36.380173,2024-02-15 11:10:36.380173,285,P1 Critical,Application,message-broker,host-030,Disk Failure,resolved,7,2820,336,460,30.9,28.6,97.5,471.0,7
INC-002952,2024-02-15 09:04:06.845927,2024-02-15 09:13:06.845927,9,P4 Low,Database,payment-gateway,host-006,Database Failure,resolved,6,24,789,2236,18.1,12.3,24.0,4073.0,6
INC-002947,2024-02-15 09:23:31.143537,2024-02-15 10:25:31.143537,62,P3 Medium,Database,api-gateway,host-007,Kubernetes Pod Failure,mitigated,9,71,654,4558,42.9,47.1,36.1,937.0,7
INC-000084,2024-02-15 10:03:40.518747,2024-02-15 12:03:40.518747,120,P1 Critical,Application,cache-cluster,host-044,Service Crash,investigating,10,4518,147,765,23.9,35.2,33.6,502.0,6
INC-000207,2024-02-15 10:36:47.912649,2024-02-15 12:03:47.912649,87,P3 Medium,Compute,inventory-api,host-025,Service Crash,resolved,8,83,311,885,15.4,26.8,33.6,258.0,6
INC-001122,2024-02-15 11:06:17.922351,2024-02-15 13:06:17.922351,120,P3 Medium,Storage,cache-cluster,host-026,Cloud Resource Exhaustion,investigating,7,76,666,237,52.3,61.0,69.3,995.0,5
INC-002717,2024-02-15 11:24:48.550282,2024-02-15 13:21:48.550282,117,P3 Medium,Network,payment-gateway,host-030,Memory Leak,resolved,2,91,642,1910,23.2,74.4,55.1,824.0,5
INC-002625,2024-02-15 12:33:09.064936,2024-02-15 12:50:09.064936,17,P4 Low,Application,payment-gateway,host-031,Database Failure,mitigated,3,2,468,1183,33.1,17.4,16.8,12370.0,3
INC-004435,2024-02-15 12:41:38.141061,2024-02-15 14:29:38.141061,108,P3 Medium,Network,message-broker,host-001,Network Failure,resolved,1,35,158,492,50.9,22.7,50.8,3849.0,2
INC-000874,2024-02-15 12:57:29.404094,2024-02-15 13:52:29.404094,55,P3 Medium,Compute,notification-service,host-014,Service Crash,resolved,7,88,230,1172,16.9,52.2,38.9,870.0,1
INC-002222,2024-02-15 13:30:04.965028,2024-02-15 16:34:04.965028,184,P2 High,Application,payment-gateway,host-027,Kubernetes Pod Failure,resolved,15,2867,893,2877,27.4,45.7,46.4,183.0,2
INC-002716,2024-02-15 14:10:32.387303,2024-02-15 18:42:32.387303,272,P1 Critical,Database,notification-service,host-038,Database Failure,resolved,35,880,681,148,15.6,45.9,12.3,16840.0,1
INC-000404,2024-02-15 16:25:55.977670,2024-02-15 18:02:55.977670,97,P3 Medium,Storage,cache-cluster,host-014,Disk Failure,resolved,4,48,411,3293,47.1,45.4,99.0,157.0,8
INC-002674,2024-02-15 16:33:16.840871,2024-02-15 20:25:16.840871,232,P2 High,Database,auth-service,host-016,Network Failure,resolved,26,1357,491,4782,45.7,57.7,36.3,6740.0,5
INC-004750,2024-02-15 17:31:34.252508,2024-02-15 17:55:34.252508,24,P4 Low,Compute,api-gateway,host-031,Memory Leak,resolved,3,88,543,4456,57.4,80.8,15.7,829.0,2
INC-000444,2024-02-15 20:32:01.872914,2024-02-15 23:37:01.872914,185,P2 High,Compute,inventory-api,host-049,Memory Leak,resolved,4,4343,839,4880,32.0,71.5,17.9,805.0,7
INC-004311,2024-02-15 20:35:37.918559,2024-02-15 22:02:37.918559,87,P3 Medium,Network,inventory-api,host-034,Network Failure,resolved,8,34,524,4055,48.7,28.2,64.9,13228.0,3
INC-001978,2024-02-15 21:00:21.231915,2024-02-15 21:50:21.231915,50,P3 Medium,Cloud,inventory-api,host-036,Cloud Resource Exhaustion,resolved,9,96,159,4010,60.9,22.0,55.7,879.0,5
INC-002331,2024-02-15 21:09:15.063261,2024-02-15 21:18:15.063261,9,P4 Low,Compute,auth-service,host-011,CPU Saturation,resolved,10,51,279,825,75.9,37.0,11.1,243.0,1
INC-001132,2024-02-15 21:53:49.697604,2024-02-15 22:10:49.697604,17,P3 Medium,Compute,cache-cluster,host-049,Disk Failure,resolved,10,76,625,2772,44.8,22.3,82.6,255.0,4
INC-004960,2024-02-15 22:05:19.221982,2024-02-15 23:15:19.221982,70,P3 Medium,Cloud,api-gateway,host-016,Memory Leak,resolved,7,6,372,334,34.9,73.1,12.9,778.0,5
INC-001415,2024-02-15 22:08:09.034240,2024-02-15 23:47:09.034240,99,P3 Medium,Compute,analytics-engine,host-010,Memory Leak,mitigated,8,18,858,2248,42.4,100.0,21.0,508.0,4
INC-004232,2024-02-15 22:17:06.629903,2024-02-15 23:46:06.629903,89,P3 Medium,Network,notification-service,host-047,Network Failure,mitigated,10,73,492,3424,12.3,39.5,11.1,6523.0,8
INC-001832,2024-02-15 22:56:49.282634,2024-02-16 00:20:49.282634,84,P3 Medium,Cloud,inventory-api,host-029,CPU Saturation,investigating,4,17,905,2575,65.6,37.7,10.1,596.0,1
INC-004213,2024-02-16 01:04:54.555501,2024-02-16 01:33:54.555501,29,P3 Medium,Application,inventory-api,host-011,Memory Leak,mitigated,6,91,947,550,20.7,71.5,36.8,956.0,6
INC-000673,2024-02-16 02:08:07.404565,2024-02-16 03:00:07.404565,52,P4 Low,Storage,reporting-service,host-004,Memory Leak,resolved,1,17,685,4047,11.3,94.3,38.9,499.0,2
INC-000087,2024-02-16 02:51:38.662976,2024-02-16 06:54:38.662976,243,P1 Critical,Application,auth-service,host-003,Memory Leak,resolved,14,3116,276,1288,52.2,99.1,36.9,897.0,3
INC-001157,2024-02-16 03:02:18.087584,2024-02-16 04:38:18.087584,96,P3 Medium,Compute,notification-service,host-009,Cloud Resource Exhaustion,resolved,5,88,913,3530,70.6,20.4,17.2,695.0,6
INC-001458,2024-02-16 03:04:10.753938,2024-02-16 03:35:10.753938,31,P4 Low,Application,payment-gateway,host-028,Memory Leak,resolved,2,79,490,2375,42.4,81.9,45.4,159.0,8
INC-001271,2024-02-16 04:22:23.886530,2024-02-16 07:39:23.886530,197,P2 High,Database,auth-service,host-009,Memory Leak,investigating,36,1302,235,2731,60.0,80.0,27.1,300.0,1
INC-000359,2024-02-16 04:33:21.589063,2024-02-16 07:13:21.589063,160,P2 High,Network,analytics-engine,host-021,Network Failure,resolved,6,4047,56,4512,32.8,19.7,12.7,6129.0,6
INC-001052,2024-02-16 06:27:47.530143,2024-02-16 07:25:47.530143,58,P4 Low,Storage,inventory-api,host-013,Disk Failure,resolved,9,67,858,3745,30.1,31.2,96.5,789.0,5
INC-004778,2024-02-16 06:44:37.150979,2024-02-16 11:09:37.150979,265,P1 Critical,Network,message-broker,host-048,Network Failure,resolved,21,2888,48,1168,54.8,24.4,62.3,10381.0,6
INC-003659,2024-02-16 09:16:58.210509,2024-02-16 10:46:58.210509,90,P3 Medium,Network,inventory-api,host-039,Network Failure,resolved,1,48,619,1369,15.2,22.6,20.0,12972.0,4
INC-002045,2024-02-16 10:06:21.810750,2024-02-16 13:40:21.810750,214,P2 High,Storage,cache-cluster,host-029,Kubernetes Pod Failure,mitigated,23,923,932,1791,22.0,16.9,39.1,674.0,2
INC-001224,2024-02-16 10:58:21.744816,2024-02-16 14:43:21.744816,225,P2 High,Database,payment-gateway,host-036,Network Failure,resolved,47,1419,337,3981,59.4,42.7,46.8,8040.0,4
INC-002981,2024-02-16 11:04:29.882675,2024-02-16 11:40:29.882675,36,P2 High,Compute,reporting-service,host-030,Network Failure,resolved,10,2854,161,1476,55.1,12.8,57.1,10121.0,3
INC-000247,2024-02-16 11:17:39.591653,2024-02-16 15:05:39.591653,228,P2 High,Network,inventory-api,host-023,Memory Leak,resolved,9,3221,644,674,30.1,81.3,22.3,350.0,3
INC-000473,2024-02-16 12:06:31.195672,2024-02-16 13:11:31.195672,65,P3 Medium,Storage,auth-service,host-008,Disk Failure,resolved,9,14,934,1059,42.4,11.4,92.4,744.0,1
INC-001485,2024-02-16 14:23:42.224890,2024-02-16 15:29:42.224890,66,P3 Medium,Application,auth-service,host-034,Network Failure,resolved,9,87,752,3953,22.4,17.1,10.9,15519.0,2
INC-001699,2024-02-16 14:53:48.181561,2024-02-16 15:15:48.181561,22,P4 Low,Application,reporting-service,host-016,CPU Saturation,resolved,1,78,949,1000,58.6,19.6,31.3,665.0,1
INC-004186,2024-02-16 14:56:45.702419,2024-02-16 16:04:45.702419,68,P1 Critical,Network,reporting-service,host-038,Network Failure,resolved,43,1650,117,3402,12.4,14.5,31.9,7314.0,4
INC-004123,2024-02-16 18:34:49.264820,2024-02-16 20:20:49.264820,106,P3 Medium,Compute,reporting-service,host-015,CPU Saturation,investigating,7,40,945,2948,90.6,37.5,27.9,211.0,2
INC-001236,2024-02-16 20:22:59.582482,2024-02-16 21:21:59.582482,59,P4 Low,Application,cache-cluster,host-025,Database Failure,investigating,9,6,728,1489,43.6,42.3,45.4,8708.0,6
INC-004745,2024-02-16 20:38:25.719276,2024-02-16 21:02:25.719276,24,P4 Low,Storage,reporting-service,host-007,Service Crash,resolved,10,79,932,3735,45.6,16.9,33.2,190.0,1
INC-000285,2024-02-16 21:17:10.045425,2024-02-17 03:40:10.045425,383,P1 Critical,Database,order-service,host-050,Database Failure,resolved,12,1037,673,2471,50.8,63.2,34.6,5313.0,3
INC-000025,2024-02-16 21:25:13.560379,2024-02-17 01:24:13.560379,239,P2 High,Network,cache-cluster,host-039,Cloud Resource Exhaustion,investigating,19,2070,345,4311,54.8,21.7,51.3,407.0,4
INC-000030,2024-02-16 21:47:01.052656,2024-02-16 23:12:01.052656,85,P3 Medium,Application,api-gateway,host-028,Service Crash,investigating,4,18,737,2322,52.0,31.7,53.0,107.0,1
INC-002691,2024-02-17 01:09:00.319190,2024-02-17 03:04:00.319190,115,P3 Medium,Storage,auth-service,host-014,Disk Failure,mitigated,3,11,651,661,34.9,16.3,87.3,371.0,6
INC-004062,2024-02-17 03:10:58.636700,2024-02-17 04:56:58.636700,106,P3 Medium,Application,message-broker,host-006,Memory Leak,resolved,9,65,529,4848,16.3,98.1,31.2,946.0,1
INC-002915,2024-02-17 03:11:56.923556,2024-02-17 03:33:56.923556,22,P3 Medium,Application,inventory-api,host-017,Memory Leak,resolved,2,29,908,1384,18.4,91.7,28.4,827.0,7
INC-001993,2024-02-17 03:52:54.359349,2024-02-17 04:41:54.359349,49,P4 Low,Storage,inventory-api,host-029,Disk Failure,resolved,6,68,823,313,39.5,36.7,97.8,730.0,4
INC-001723,2024-02-17 03:59:58.638842,2024-02-17 10:18:58.638842,379,P1 Critical,Database,auth-service,host-039,Database Failure,resolved,5,4731,678,3487,23.4,23.6,53.2,3706.0,4
INC-002330,2024-02-17 04:11:25.347279,2024-02-17 04:45:25.347279,34,P3 Medium,Compute,inventory-api,host-020,Service Crash,mitigated,10,65,133,4532,28.1,28.9,37.2,680.0,6
INC-004457,2024-02-17 06:16:38.526050,2024-02-17 09:44:38.526050,208,P2 High,Database,notification-service,host-011,Database Failure,resolved,48,3933,376,3575,16.4,33.2,64.3,15640.0,5
INC-002456,2024-02-17 06:56:06.369290,2024-02-17 07:53:06.369290,57,P4 Low,Cloud,message-broker,host-004,CPU Saturation,investigating,10,50,669,1398,94.5,17.4,69.9,982.0,8
INC-002256,2024-02-17 08:29:44.765687,2024-02-17 12:22:44.765687,233,P1 Critical,Cloud,auth-service,host-004,Cloud Resource Exhaustion,resolved,2,4214,546,2096,72.6,62.4,23.6,384.0,2
INC-004371,2024-02-17 09:29:57.627757,2024-02-17 10:25:57.627757,56,P3 Medium,Application,notification-service,host-047,CPU Saturation,resolved,4,37,760,3441,93.2,57.6,11.8,862.0,4
INC-004250,2024-02-17 09:30:17.611363,2024-02-17 11:12:17.611363,102,P2 High,Database,order-service,host-010,Database Failure,resolved,23,2769,832,3860,46.8,41.6,17.6,13991.0,3
INC-001123,2024-02-17 12:20:00.519407,2024-02-17 12:58:00.519407,38,P3 Medium,Network,analytics-engine,host-013,CPU Saturation,resolved,7,95,213,468,82.6,35.6,53.2,381.0,8
INC-003791,2024-02-17 13:37:37.994981,2024-02-17 14:39:37.994981,62,P3 Medium,Cloud,inventory-api,host-025,Disk Failure,investigating,5,27,99,2076,10.7,45.1,80.6,167.0,2
INC-002312,2024-02-17 13:37:38.414429,2024-02-17 14:13:38.414429,36,P3 Medium,Storage,order-service,host-018,Disk Failure,resolved,9,3,739,1014,13.5,34.3,85.2,658.0,1
INC-001444,2024-02-17 13:46:47.582072,2024-02-17 14:17:47.582072,31,P4 Low,Database,order-service,host-026,Database Failure,investigating,8,32,75,2755,40.7,23.5,40.3,3227.0,6
INC-002575,2024-02-17 15:00:39.517684,2024-02-17 15:54:39.517684,54,P3 Medium,Storage,message-broker,host-002,Network Failure,mitigated,6,77,222,3272,48.8,21.4,52.4,9935.0,3
INC-003979,2024-02-17 15:00:48.423547,2024-02-17 15:44:48.423547,44,P4 Low,Storage,order-service,host-019,Disk Failure,resolved,1,3,758,3310,27.6,47.2,98.7,179.0,3
INC-003835,2024-02-17 17:29:38.511317,2024-02-17 17:57:38.511317,28,P3 Medium,Cloud,auth-service,host-014,Cloud Resource Exhaustion,investigating,2,11,67,1769,61.0,15.6,56.9,692.0,6
INC-002638,2024-02-17 17:32:00.250014,2024-02-17 19:11:00.250014,99,P3 Medium,Cloud,reporting-service,host-044,Memory Leak,resolved,10,20,547,2763,22.5,95.2,63.8,621.0,1
INC-000126,2024-02-17 17:50:25.910409,2024-02-17 18:00:25.910409,10,P4 Low,Storage,analytics-engine,host-034,Network Failure,resolved,7,22,967,3269,40.5,23.8,41.0,16304.0,7
INC-002782,2024-02-17 17:52:01.504861,2024-02-17 21:09:01.504861,197,P2 High,Network,payment-gateway,host-030,Network Failure,resolved,6,2146,658,1399,41.3,55.7,56.5,5633.0,5
INC-004546,2024-02-17 19:26:00.310953,2024-02-18 02:14:00.310953,408,P1 Critical,Storage,order-service,host-013,Kubernetes Pod Failure,resolved,35,1943,558,3465,41.1,22.6,16.4,261.0,4
INC-001276,2024-02-17 20:24:35.363024,2024-02-17 21:58:35.363024,94,P2 High,Storage,payment-gateway,host-012,Disk Failure,resolved,8,124,458,874,36.1,21.9,87.5,291.0,8
INC-000710,2024-02-17 20:44:13.774051,2024-02-17 21:40:13.774051,56,P4 Low,Cloud,message-broker,host-047,Cloud Resource Exhaustion,resolved,7,63,787,3061,95.0,23.0,63.6,530.0,8
INC-002583,2024-02-17 21:06:45.118901,2024-02-17 21:27:45.118901,21,P4 Low,Cloud,auth-service,host-019,Cloud Resource Exhaustion,resolved,4,95,738,680,64.9,16.6,54.0,787.0,3
INC-003147,2024-02-17 21:45:55.556925,2024-02-17 22:25:55.556925,40,P4 Low,Storage,cache-cluster,host-028,Disk Failure,resolved,5,5,965,3322,12.1,61.9,91.5,868.0,7
INC-003801,2024-02-17 22:00:47.535774,2024-02-17 22:56:47.535774,56,P3 Medium,Storage,payment-gateway,host-048,Memory Leak,resolved,10,98,247,3317,47.2,79.0,42.9,551.0,1
INC-001791,2024-02-18 00:08:29.856591,2024-02-18 01:24:29.856591,76,P3 Medium,Storage,message-broker,host-017,Database Failure,investigating,2,61,936,2365,41.9,47.5,22.6,17137.0,2
INC-002790,2024-02-18 00:19:01.113862,2024-02-18 01:07:01.113862,48,P4 Low,Network,payment-gateway,host-024,Network Failure,investigating,8,84,684,1826,43.3,65.0,50.1,13863.0,3
INC-004523,2024-02-18 01:07:48.598968,2024-02-18 02:54:48.598968,107,P3 Medium,Cloud,message-broker,host-012,Cloud Resource Exhaustion,resolved,4,16,951,965,71.3,49.7,50.7,992.0,4
INC-003134,2024-02-18 01:26:23.594592,2024-02-18 01:44:23.594592,18,P4 Low,Storage,order-service,host-029,Disk Failure,resolved,4,70,111,3930,23.9,34.1,92.1,768.0,3
INC-000284,2024-02-18 02:14:37.347907,2024-02-18 04:10:37.347907,116,P3 Medium,Compute,analytics-engine,host-015,CPU Saturation,resolved,5,51,212,2824,95.6,30.7,10.9,652.0,2
INC-001269,2024-02-18 02:39:46.023245,2024-02-18 07:55:46.023245,316,P1 Critical,Compute,analytics-engine,host-021,Cloud Resource Exhaustion,resolved,27,2544,979,2508,58.0,55.5,59.6,755.0,6
INC-004162,2024-02-18 03:21:24.558228,2024-02-18 06:21:24.558228,180,P2 High,Storage,message-broker,host-043,Disk Failure,resolved,17,2383,439,384,32.2,12.0,91.7,671.0,1
INC-004133,2024-02-18 03:28:39.606994,2024-02-18 03:49:39.606994,21,P4 Low,Database,cache-cluster,host-003,Database Failure,resolved,6,33,851,1591,16.4,62.9,62.2,16496.0,1
INC-002623,2024-02-18 04:08:28.161532,2024-02-18 07:14:28.161532,186,P2 High,Application,auth-service,host-047,Memory Leak,resolved,20,3750,969,4733,44.0,72.0,40.1,171.0,2
INC-002954,2024-02-18 04:20:38.298550,2024-02-18 05:34:38.298550,74,P3 Medium,Database,message-broker,host-018,Database Failure,resolved,3,99,750,2998,51.8,13.4,10.3,2934.0,5
INC-000684,2024-02-18 04:39:12.382544,2024-02-18 05:11:12.382544,32,P4 Low,Database,cache-cluster,host-006,Memory Leak,resolved,3,20,363,4242,34.9,77.5,51.6,996.0,4
INC-004585,2024-02-18 05:23:30.812958,2024-02-18 06:39:30.812958,76,P3 Medium,Application,analytics-engine,host-030,Cloud Resource Exhaustion,resolved,10,2,581,942,52.2,32.6,50.6,654.0,8
INC-000739,2024-02-18 06:04:14.961820,2024-02-18 07:55:14.961820,111,P3 Medium,Network,notification-service,host-027,Network Failure,resolved,6,45,85,3232,14.6,45.2,20.2,2092.0,3
INC-004909,2024-02-18 06:23:39.187167,2024-02-18 07:58:39.187167,95,P3 Medium,Database,cache-cluster,host-023,Database Failure,resolved,5,21,615,3800,54.3,28.6,45.0,11420.0,8
INC-004961,2024-02-18 06:45:53.680041,2024-02-18 08:39:53.680041,114,P2 High,Database,cache-cluster,host-006,Network Failure,resolved,50,1580,760,3338,33.9,22.4,41.7,19871.0,8
INC-001519,2024-02-18 07:51:25.597600,2024-02-18 09:03:25.597600,72,P1 Critical,Application,inventory-api,host-036,Memory Leak,resolved,26,2301,996,454,16.6,99.2,14.6,592.0,5
INC-004690,2024-02-18 09:56:32.445467,2024-02-18 10:30:32.445467,34,P2 High,Compute,cache-cluster,host-028,CPU Saturation,resolved,25,4512,192,1651,52.8,16.7,17.7,381.0,1
INC-003154,2024-02-18 10:25:54.667327,2024-02-18 10:44:54.667327,19,P4 Low,Database,reporting-service,host-011,Memory Leak,resolved,6,26,97,4402,17.1,88.1,65.5,323.0,7
INC-000021,2024-02-18 13:06:41.665240,2024-02-18 14:11:41.665240,65,P3 Medium,Database,api-gateway,host-007,Kubernetes Pod Failure,resolved,1,43,441,2142,16.5,26.0,69.3,659.0,2
INC-000578,2024-02-18 13:51:09.409832,2024-02-18 15:24:09.409832,93,P3 Medium,Compute,message-broker,host-009,Memory Leak,resolved,6,53,476,1396,31.0,84.9,59.9,412.0,8
INC-004916,2024-02-18 16:54:48.037812,2024-02-18 17:51:48.037812,57,P4 Low,Compute,reporting-service,host-046,Cloud Resource Exhaustion,resolved,9,12,120,2117,56.3,25.7,17.5,739.0,6
INC-002644,2024-02-18 18:09:01.301041,2024-02-18 18:46:01.301041,37,P3 Medium,Compute,api-gateway,host-042,Memory Leak,investigating,5,64,438,2329,39.4,94.2,36.6,275.0,6
INC-003235,2024-02-18 18:09:05.908750,2024-02-18 18:57:05.908750,48,P3 Medium,Storage,reporting-service,host-024,Service Crash,resolved,6,36,263,3575,35.1,48.6,20.3,713.0,1
INC-003253,2024-02-18 18:33:38.766210,2024-02-18 22:57:38.766210,264,P1 Critical,Storage,analytics-engine,host-010,Service Crash,resolved,21,2255,704,657,28.6,12.2,10.9,237.0,4
INC-002087,2024-02-18 19:19:38.547560,2024-02-18 20:16:38.547560,57,P3 Medium,Cloud,inventory-api,host-039,Service Crash,investigating,3,49,817,4140,50.2,13.3,25.0,119.0,4
INC-004105,2024-02-18 19:24:37.829435,2024-02-18 21:05:37.829435,101,P2 High,Database,analytics-engine,host-015,Database Failure,investigating,16,3780,634,1729,52.1,48.1,32.4,18162.0,5
INC-000513,2024-02-18 19:38:39.619480,2024-02-18 23:19:39.619480,221,P2 High,Storage,inventory-api,host-017,Disk Failure,resolved,4,780,576,2821,37.8,14.6,85.5,122.0,6
INC-001338,2024-02-18 19:41:05.689277,2024-02-18 21:02:05.689277,81,P3 Medium,Compute,analytics-engine,host-007,CPU Saturation,resolved,5,28,747,2313,56.4,39.0,49.8,527.0,1
INC-002121,2024-02-18 20:57:58.490508,2024-02-18 22:50:58.490508,113,P3 Medium,Application,reporting-service,host-010,Cloud Resource Exhaustion,resolved,7,47,659,4087,79.3,53.8,32.5,338.0,5
INC-000266,2024-02-18 21:50:50.736454,2024-02-18 22:11:50.736454,21,P3 Medium,Network,reporting-service,host-021,Network Failure,resolved,3,91,211,4902,53.4,41.1,20.6,16092.0,7
