incident_id,root_cause,confidence,contributing_factors,remediation,detection_lag_min,rca_created_at,analyst
INC-000147,Database Failure,0.84,disk I/O saturation; query overload,Restart DB service; check replication lag; restore from backup if needed,10,2024-01-01 02:28:31.646248,on-call-eng
INC-004124,Network Failure,0.79,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,26,2024-01-15 19:14:26.124904,auto-ml
INC-004685,Disk Failure,0.92,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,4,2024-01-15 21:16:49.190192,on-call-eng
INC-001364,CPU Saturation,0.99,infinite loop; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,10,2024-01-15 21:09:53.528014,auto-ml
INC-003339,Network Failure,0.66,packet loss; link congestion,Check BGP routes; inspect switch logs; failover to backup link,20,2024-01-15 21:07:14.406545,auto-ml
INC-004212,Database Failure,0.67,disk I/O saturation; replication lag,Restart DB service; check replication lag; restore from backup if needed,11,2024-01-16 04:40:06.779926,auto-ml
INC-003836,Network Failure,0.69,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,6,2024-01-16 00:47:44.847137,sre-team
INC-000398,Cloud Resource Exhaustion,0.92,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,6,2024-01-15 23:43:46.559604,auto-ml
INC-002304,Service Crash,0.85,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,27,2024-01-16 00:21:06.818091,auto-ml
INC-001393,CPU Saturation,0.66,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,4,2024-01-16 01:48:34.917549,auto-ml
INC-000345,Service Crash,0.81,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,30,2024-01-16 04:24:15.592543,on-call-eng
INC-000114,Database Failure,0.99,deadlock cascade; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,1,2024-01-16 04:33:14.573744,on-call-eng
INC-004288,Disk Failure,0.91,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,16,2024-01-16 07:12:03.070751,auto-ml
INC-003467,Cloud Resource Exhaustion,0.82,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,8,2024-01-16 11:18:06.427727,sre-team
INC-001788,Network Failure,0.85,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,16,2024-01-16 09:59:45.961829,auto-ml
INC-004824,Memory Leak,0.88,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,7,2024-01-16 11:18:01.451382,auto-ml
INC-003470,Database Failure,0.88,deadlock cascade; query overload,Restart DB service; check replication lag; restore from backup if needed,29,2024-01-16 12:32:49.609526,sre-team
INC-003284,Cloud Resource Exhaustion,0.95,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,16,2024-01-16 13:25:43.798112,on-call-eng
INC-000026,Disk Failure,0.84,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,7,2024-01-16 15:59:37.814073,auto-ml
INC-003233,CPU Saturation,0.79,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,29,2024-01-16 18:18:04.664879,auto-ml
INC-002421,Disk Failure,0.8,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,5,2024-01-16 21:13:53.947706,sre-team
INC-002698,Network Failure,0.93,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,2,2024-01-16 21:20:57.341250,auto-ml
INC-004537,Service Crash,0.68,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,7,2024-01-16 22:27:35.605281,on-call-eng
INC-003533,Disk Failure,0.72,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,15,2024-01-16 22:21:09.545201,on-call-eng
INC-002105,Cloud Resource Exhaustion,0.89,EBS limit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,6,2024-01-16 21:26:09.974967,on-call-eng
INC-003288,Disk Failure,0.95,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,20,2024-01-17 00:28:22.903763,auto-ml
INC-002826,Service Crash,0.74,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,10,2024-01-16 23:56:06.533442,sre-team
INC-003591,Database Failure,0.69,disk I/O saturation; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,12,2024-01-16 23:19:20.055987,auto-ml
INC-002993,Network Failure,0.75,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,18,2024-01-17 01:24:14.066823,sre-team
INC-002579,Kubernetes Pod Failure,0.94,evicted by kubelet; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,18,2024-01-17 02:24:03.638147,auto-ml
INC-000884,Service Crash,0.68,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,19,2024-01-17 05:09:44.859270,auto-ml
INC-004172,Database Failure,0.82,deadlock cascade; query overload,Restart DB service; check replication lag; restore from backup if needed,19,2024-01-17 05:36:59.620631,auto-ml
INC-004880,Service Crash,0.84,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,19,2024-01-17 04:21:38.446884,sre-team
INC-002990,Disk Failure,0.74,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,21,2024-01-17 06:09:21.048196,sre-team
INC-000228,CPU Saturation,0.68,infinite loop; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,20,2024-01-17 04:56:38.685207,on-call-eng
INC-001062,Disk Failure,0.85,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,5,2024-01-17 05:21:56.859457,auto-ml
INC-004648,Cloud Resource Exhaustion,0.94,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,17,2024-01-17 05:15:46.913763,sre-team
INC-003501,Network Failure,0.87,packet loss; link congestion,Check BGP routes; inspect switch logs; failover to backup link,23,2024-01-17 08:57:57.378320,sre-team
INC-004033,Network Failure,0.72,BGP flap; link congestion,Check BGP routes; inspect switch logs; failover to backup link,5,2024-01-17 05:06:12.285829,on-call-eng
INC-000118,Network Failure,0.88,packet loss; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,14,2024-01-17 04:59:17.196307,sre-team
INC-000468,Disk Failure,0.98,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,25,2024-01-17 09:28:59.458329,sre-team
INC-003393,Disk Failure,0.85,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,26,2024-01-17 06:15:19.531112,sre-team
INC-004867,Cloud Resource Exhaustion,0.82,vCPU quota hit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,20,2024-01-17 11:15:43.037163,sre-team
INC-003144,CPU Saturation,0.77,infinite loop; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,12,2024-01-17 13:25:43.442116,on-call-eng
INC-000599,Service Crash,0.72,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,22,2024-01-17 16:44:47.015753,auto-ml
INC-001504,Network Failure,0.97,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,8,2024-01-17 15:59:43.728464,on-call-eng
INC-004829,Memory Leak,0.67,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,2,2024-01-17 23:15:09.613543,sre-team
INC-000253,Memory Leak,0.68,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,9,2024-01-18 03:39:21.443634,auto-ml
INC-000052,CPU Saturation,0.9,infinite loop; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,19,2024-01-17 22:13:35.190022,on-call-eng
INC-001792,Disk Failure,0.92,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,6,2024-01-18 02:03:01.734320,auto-ml
INC-000973,Service Crash,0.89,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,19,2024-01-18 01:56:05.169738,on-call-eng
INC-000413,Cloud Resource Exhaustion,0.73,IP exhaustion; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,24,2024-01-18 04:40:55.362380,sre-team
INC-000830,Disk Failure,0.77,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,30,2024-01-18 05:40:27.072028,sre-team
INC-004639,CPU Saturation,0.91,GC thrashing; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,20,2024-01-18 05:02:57.582088,auto-ml
INC-002381,Cloud Resource Exhaustion,0.68,IP exhaustion; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,18,2024-01-18 03:49:37.586007,on-call-eng
INC-004184,Disk Failure,0.87,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,9,2024-01-18 04:57:29.195309,sre-team
INC-002513,Cloud Resource Exhaustion,0.82,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,24,2024-01-18 07:57:29.520713,auto-ml
INC-003420,Network Failure,0.86,packet loss; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,28,2024-01-18 07:04:15.579968,auto-ml
INC-002676,CPU Saturation,0.8,GC thrashing; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,10,2024-01-18 10:26:08.020365,auto-ml
INC-003557,Cloud Resource Exhaustion,0.96,subnet capacity; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,3,2024-01-18 10:29:39.985709,on-call-eng
INC-003893,Service Crash,0.78,dependency timeout cascade; unhandled exception,Redeploy service; inspect core dumps; check dependency health,1,2024-01-18 12:54:36.043687,auto-ml
INC-001951,Service Crash,0.78,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,4,2024-01-18 10:35:26.741933,on-call-eng
INC-004308,Network Failure,0.71,BGP flap; packet loss,Check BGP routes; inspect switch logs; failover to backup link,10,2024-01-18 14:28:34.189607,on-call-eng
INC-000461,Cloud Resource Exhaustion,0.82,subnet capacity; EBS limit,Request quota increase; release idle resources; enable auto-scaling,24,2024-01-18 16:09:54.729458,auto-ml
INC-004520,Service Crash,0.85,dependency timeout cascade; unhandled exception,Redeploy service; inspect core dumps; check dependency health,7,2024-01-18 17:26:04.701597,auto-ml
INC-002852,Database Failure,0.77,disk I/O saturation; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,21,2024-01-18 16:55:43.930794,auto-ml
INC-000157,Network Failure,0.73,packet loss; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,4,2024-01-18 16:56:01.947046,on-call-eng
INC-001812,Database Failure,0.67,deadlock cascade; query overload,Restart DB service; check replication lag; restore from backup if needed,28,2024-01-18 17:05:11.627773,on-call-eng
INC-000027,Network Failure,0.76,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,19,2024-01-18 17:59:59.368210,auto-ml
INC-001194,Database Failure,0.86,query overload; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,21,2024-01-18 18:55:44.994948,on-call-eng
INC-003377,Disk Failure,0.88,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,6,2024-01-18 22:06:18.061102,on-call-eng
INC-004016,Cloud Resource Exhaustion,0.79,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,19,2024-01-18 23:52:12.473265,on-call-eng
INC-000971,CPU Saturation,0.87,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,16,2024-01-19 01:08:29.792336,auto-ml
INC-001616,Network Failure,0.78,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,23,2024-01-19 03:03:05.564887,sre-team
INC-001754,Cloud Resource Exhaustion,0.94,subnet capacity; EBS limit,Request quota increase; release idle resources; enable auto-scaling,9,2024-01-19 03:52:07.407868,sre-team
INC-003653,Database Failure,0.86,query overload; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,12,2024-01-19 06:42:44.516591,on-call-eng
INC-004807,CPU Saturation,0.71,GC thrashing; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,7,2024-01-19 08:07:27.075425,on-call-eng
INC-004302,Service Crash,0.68,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,6,2024-01-19 09:35:24.936532,on-call-eng
INC-003273,Network Failure,0.89,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,2,2024-01-19 10:39:39.168526,on-call-eng
INC-001146,Network Failure,0.7,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,25,2024-01-19 10:30:33.057749,sre-team
INC-004469,Service Crash,0.97,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,13,2024-01-19 12:18:52.375942,on-call-eng
INC-000693,Database Failure,0.91,query overload; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,18,2024-01-19 13:49:01.852991,auto-ml
INC-002611,Cloud Resource Exhaustion,0.66,EBS limit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,25,2024-01-19 10:53:03.243476,sre-team
INC-003899,Service Crash,0.68,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,13,2024-01-19 15:13:53.121339,sre-team
INC-000010,Cloud Resource Exhaustion,0.68,IP exhaustion; EBS limit,Request quota increase; release idle resources; enable auto-scaling,3,2024-01-19 15:38:32.861936,auto-ml
INC-002033,Service Crash,0.81,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,11,2024-01-19 16:47:20.575693,auto-ml
INC-002257,Database Failure,0.98,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,3,2024-01-19 19:09:52.478293,auto-ml
INC-000995,Cloud Resource Exhaustion,0.72,vCPU quota hit; EBS limit,Request quota increase; release idle resources; enable auto-scaling,14,2024-01-19 18:54:58.433219,on-call-eng
INC-004580,CPU Saturation,0.86,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,10,2024-01-19 17:37:19.698414,auto-ml
INC-004674,CPU Saturation,0.89,thread contention; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,1,2024-01-19 16:18:04.130107,sre-team
INC-002243,Network Failure,0.76,MTU mismatch; link congestion,Check BGP routes; inspect switch logs; failover to backup link,23,2024-01-19 19:20:11.414379,on-call-eng
INC-001774,Network Failure,0.72,MTU mismatch; link congestion,Check BGP routes; inspect switch logs; failover to backup link,26,2024-01-19 19:51:23.739506,auto-ml
INC-003401,Kubernetes Pod Failure,0.66,image pull error; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,23,2024-01-19 21:41:07.212123,on-call-eng
INC-003207,Network Failure,0.92,packet loss; link congestion,Check BGP routes; inspect switch logs; failover to backup link,8,2024-01-19 20:29:58.538096,on-call-eng
INC-001873,Disk Failure,0.85,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,24,2024-01-19 20:18:48.552656,auto-ml
INC-003011,Database Failure,0.78,deadlock cascade; replication lag,Restart DB service; check replication lag; restore from backup if needed,4,2024-01-19 21:42:04.017220,auto-ml
INC-003108,CPU Saturation,0.87,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,8,2024-01-19 22:47:15.415239,sre-team
INC-004652,Memory Leak,0.91,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,2,2024-01-20 00:39:23.752750,auto-ml
INC-003966,Service Crash,0.89,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,16,2024-01-20 07:50:14.845996,on-call-eng
INC-002904,Service Crash,0.79,dependency timeout cascade; unhandled exception,Redeploy service; inspect core dumps; check dependency health,14,2024-01-20 09:44:14.871997,auto-ml
INC-004014,CPU Saturation,0.75,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,14,2024-01-20 09:30:34.921013,on-call-eng
INC-001797,Cloud Resource Exhaustion,0.84,vCPU quota hit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,13,2024-01-20 10:04:42.777605,auto-ml
INC-004941,Network Failure,0.67,packet loss; link congestion,Check BGP routes; inspect switch logs; failover to backup link,10,2024-01-20 14:51:21.759301,auto-ml
INC-002559,CPU Saturation,0.83,infinite loop; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,6,2024-01-20 12:56:39.373263,sre-team
INC-003243,Service Crash,0.77,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,1,2024-01-20 12:50:00.343165,sre-team
INC-001151,Kubernetes Pod Failure,0.99,CrashLoopBackOff; image pull error,Describe pod events; check resource quotas; inspect image pull logs,4,2024-01-20 11:59:31.753654,auto-ml
INC-003874,CPU Saturation,0.85,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,15,2024-01-20 12:49:22.575583,sre-team
INC-001260,CPU Saturation,0.96,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,25,2024-01-20 12:27:21.541591,sre-team
INC-001039,Disk Failure,0.91,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,30,2024-01-20 12:52:16.265527,sre-team
INC-002517,Disk Failure,0.96,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,12,2024-01-20 16:58:06.794346,auto-ml
INC-000790,Database Failure,0.87,replication lag; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,19,2024-01-20 16:13:21.992525,auto-ml
INC-002919,Network Failure,0.97,link congestion; packet loss,Check BGP routes; inspect switch logs; failover to backup link,24,2024-01-20 16:03:28.973514,sre-team
INC-002120,Disk Failure,0.69,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,5,2024-01-20 17:39:18.382919,sre-team
INC-004278,Disk Failure,0.86,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,19,2024-01-20 19:54:42.715953,sre-team
INC-002882,CPU Saturation,0.8,GC thrashing; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,6,2024-01-20 15:54:04.222107,auto-ml
INC-003726,CPU Saturation,0.91,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,9,2024-01-20 19:57:20.970456,auto-ml
INC-004242,Memory Leak,0.82,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,28,2024-01-20 20:35:05.620154,on-call-eng
INC-002586,Network Failure,0.68,MTU mismatch; link congestion,Check BGP routes; inspect switch logs; failover to backup link,16,2024-01-20 20:31:10.733963,sre-team
INC-004959,Cloud Resource Exhaustion,0.89,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,1,2024-01-20 22:25:19.318246,sre-team
INC-001437,CPU Saturation,0.73,batch job overrun; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,21,2024-01-20 21:38:53.424858,sre-team
INC-004467,Cloud Resource Exhaustion,0.88,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,25,2024-01-20 22:17:20.225958,on-call-eng
INC-001659,CPU Saturation,0.83,batch job overrun; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,24,2024-01-21 01:28:33.042909,auto-ml
INC-000668,Cloud Resource Exhaustion,0.84,subnet capacity; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,22,2024-01-21 01:45:36.745142,on-call-eng
INC-003449,Memory Leak,0.84,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,22,2024-01-21 01:14:23.111015,on-call-eng
INC-001061,Disk Failure,0.96,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,29,2024-01-21 06:02:03.092573,sre-team
INC-000929,Memory Leak,0.85,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,30,2024-01-21 04:40:48.433489,sre-team
INC-001085,Disk Failure,0.88,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,19,2024-01-21 07:02:06.059545,on-call-eng
INC-001214,Disk Failure,0.93,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,30,2024-01-21 05:11:17.077704,auto-ml
INC-004900,Disk Failure,0.68,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,25,2024-01-21 05:11:39.158071,on-call-eng
INC-002886,Network Failure,0.67,MTU mismatch; link congestion,Check BGP routes; inspect switch logs; failover to backup link,7,2024-01-21 05:50:38.666113,auto-ml
INC-002471,CPU Saturation,0.71,GC thrashing; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,25,2024-01-21 06:11:36.997633,auto-ml
INC-002173,Cloud Resource Exhaustion,0.87,vCPU quota hit; EBS limit,Request quota increase; release idle resources; enable auto-scaling,18,2024-01-21 11:35:18.698399,sre-team
INC-003000,Service Crash,0.78,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,14,2024-01-21 09:45:02.224409,auto-ml
INC-002721,CPU Saturation,0.69,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,3,2024-01-21 06:53:13.280053,sre-team
INC-002783,Network Failure,0.99,link congestion; packet loss,Check BGP routes; inspect switch logs; failover to backup link,27,2024-01-21 07:23:04.789866,sre-team
INC-003755,CPU Saturation,0.95,infinite loop; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,22,2024-01-21 09:54:37.403450,auto-ml
INC-002485,Disk Failure,0.88,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,11,2024-01-21 14:27:05.678595,on-call-eng
INC-002747,Network Failure,0.76,BGP flap; link congestion,Check BGP routes; inspect switch logs; failover to backup link,4,2024-01-21 12:09:11.186655,sre-team
INC-004535,Memory Leak,0.94,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,1,2024-01-21 10:47:33.820619,auto-ml
INC-000903,Network Failure,0.94,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,7,2024-01-21 11:14:31.199091,sre-team
INC-002354,Service Crash,0.69,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,8,2024-01-21 12:27:43.609645,auto-ml
INC-003318,Database Failure,0.65,disk I/O saturation; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,11,2024-01-21 14:31:08.415269,auto-ml
INC-004397,Disk Failure,0.66,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,13,2024-01-21 19:20:57.760643,sre-team
INC-000545,Database Failure,0.72,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,6,2024-01-21 17:28:29.179048,on-call-eng
INC-001014,Memory Leak,0.71,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,17,2024-01-21 17:02:15.583778,sre-team
INC-004305,Disk Failure,0.96,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,23,2024-01-21 17:14:20.999867,on-call-eng
INC-000031,Service Crash,0.94,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,25,2024-01-21 16:06:26.693372,on-call-eng
INC-001110,CPU Saturation,0.91,GC thrashing; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,21,2024-01-21 17:38:16.478526,on-call-eng
INC-002642,Service Crash,0.82,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,24,2024-01-21 17:50:13.798444,auto-ml
INC-004020,Memory Leak,0.73,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,14,2024-01-21 19:47:59.557344,on-call-eng
INC-001513,Cloud Resource Exhaustion,0.69,EBS limit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,27,2024-01-21 20:57:17.661903,on-call-eng
INC-004536,CPU Saturation,0.91,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,3,2024-01-21 20:45:03.978124,sre-team
INC-003476,Memory Leak,0.83,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,29,2024-01-21 22:54:01.072522,on-call-eng
INC-001361,Network Failure,0.68,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,30,2024-01-22 00:26:40.476905,sre-team
INC-001790,Cloud Resource Exhaustion,0.84,IP exhaustion; EBS limit,Request quota increase; release idle resources; enable auto-scaling,5,2024-01-22 00:53:01.863336,on-call-eng
INC-001486,Cloud Resource Exhaustion,0.75,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,9,2024-01-22 02:11:38.693899,sre-team
INC-001368,Service Crash,0.84,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,22,2024-01-21 23:55:05.525043,sre-team
INC-003149,Disk Failure,0.91,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,3,2024-01-22 01:35:59.051238,on-call-eng
INC-003383,CPU Saturation,0.94,infinite loop; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,2,2024-01-22 02:20:58.074316,auto-ml
INC-002057,Service Crash,0.97,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,20,2024-01-22 02:52:18.101275,sre-team
INC-000454,Network Failure,0.97,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,15,2024-01-22 03:29:31.871946,on-call-eng
INC-004298,Database Failure,0.66,deadlock cascade; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,24,2024-01-22 05:22:37.290907,on-call-eng
INC-000363,Cloud Resource Exhaustion,0.7,IP exhaustion; EBS limit,Request quota increase; release idle resources; enable auto-scaling,20,2024-01-22 06:41:31.467756,auto-ml
INC-000915,CPU Saturation,0.89,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,17,2024-01-22 06:30:57.711512,on-call-eng
INC-000035,Disk Failure,0.75,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,12,2024-01-22 04:58:14.678090,sre-team
INC-000271,CPU Saturation,0.81,thread contention; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,28,2024-01-22 08:29:35.453848,sre-team
INC-000658,Disk Failure,0.66,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,1,2024-01-22 10:29:06.958100,on-call-eng
INC-002784,Database Failure,0.8,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,22,2024-01-22 08:57:46.623893,sre-team
INC-003543,Kubernetes Pod Failure,0.87,evicted by kubelet; image pull error,Describe pod events; check resource quotas; inspect image pull logs,27,2024-01-22 13:43:26.166963,sre-team
INC-004264,Network Failure,0.66,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,1,2024-01-22 11:14:44.586981,on-call-eng
INC-000987,Database Failure,0.98,disk I/O saturation; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,26,2024-01-22 12:37:39.533653,on-call-eng
INC-002970,Service Crash,0.88,dependency timeout cascade; unhandled exception,Redeploy service; inspect core dumps; check dependency health,19,2024-01-22 15:50:55.878732,auto-ml
INC-003224,CPU Saturation,0.73,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,2,2024-01-22 13:12:55.051131,auto-ml
INC-001501,Network Failure,0.68,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,25,2024-01-22 16:44:24.822952,on-call-eng
INC-003947,Memory Leak,0.8,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,9,2024-01-22 16:24:31.922683,auto-ml
INC-002830,Database Failure,0.67,deadlock cascade; query overload,Restart DB service; check replication lag; restore from backup if needed,27,2024-01-22 16:43:51.790713,on-call-eng
INC-000138,Database Failure,0.93,replication lag; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,22,2024-01-22 18:09:03.724265,on-call-eng
INC-004209,Database Failure,0.83,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,2,2024-01-22 18:30:57.922923,on-call-eng
