timestamp,alert_id,rule_name,metric,value,threshold,severity,service,host,tower,status,duration_min
2024-02-10 03:01:18.176704,ALT-008434,PodCrashLoop,restart_count,3.64,3,P3 Medium,inventory-api,host-027,Cloud,resolved,37
2024-02-10 03:01:39.504332,ALT-019008,DBConnectionPool,connection_pct,160.4,80,P1 Critical,cache-cluster,host-043,Database,firing,4
2024-02-10 03:03:19.348722,ALT-009232,HighCPU,cpu_util,88.83,80,P3 Medium,cache-cluster,host-004,Compute,firing,213
2024-02-10 03:12:48.865735,ALT-008400,HighErrorRate,error_rate,7.49,5,P2 High,payment-gateway,host-045,Application,firing,59
2024-02-10 03:13:18.089191,ALT-016185,NetworkPacketLoss,packet_loss_pct,6.09,5,P3 Medium,cache-cluster,host-004,Network,firing,219
2024-02-10 03:28:02.784599,ALT-009056,HighLatency,latency_ms,920.04,1000,P4 Low,order-service,host-013,Application,firing,47
2024-02-10 03:30:54.205723,ALT-013790,NetworkPacketLoss,packet_loss_pct,7.42,5,P2 High,api-gateway,host-008,Network,firing,133
2024-02-10 03:52:39.199675,ALT-017972,LowNetworkThroughput,net_in_mbps,10.02,10,P4 Low,payment-gateway,host-045,Network,resolved,44
2024-02-10 04:04:05.112371,ALT-001281,DBConnectionPool,connection_pct,198.92,80,P1 Critical,cache-cluster,host-018,Database,firing,195
2024-02-10 04:04:12.368947,ALT-014276,HighLatency,latency_ms,1356.22,1000,P3 Medium,auth-service,host-008,Application,firing,32
2024-02-10 04:14:27.538050,ALT-018411,HighMemory,memory_util,169.2,85,P1 Critical,reporting-service,host-015,Compute,firing,117
2024-02-10 04:23:32.797827,ALT-001469,HighErrorRate,error_rate,6.8,5,P3 Medium,reporting-service,host-043,Application,resolved,192
2024-02-10 04:27:31.553443,ALT-013782,CloudQuotaExhausted,quota_pct,129.84,90,P2 High,notification-service,host-010,Cloud,resolved,69
2024-02-10 04:30:15.743143,ALT-009906,HighErrorRate,error_rate,6.36,5,P3 Medium,order-service,host-027,Application,firing,146
2024-02-10 04:52:17.658831,ALT-006716,HighErrorRate,error_rate,10.96,5,P1 Critical,auth-service,host-041,Application,resolved,136
2024-02-10 04:58:23.507360,ALT-016136,CloudQuotaExhausted,quota_pct,134.92,90,P2 High,inventory-api,host-018,Cloud,firing,192
2024-02-10 05:07:32.496924,ALT-014028,NetworkPacketLoss,packet_loss_pct,10.39,5,P1 Critical,inventory-api,host-048,Network,firing,140
2024-02-10 05:31:07.576265,ALT-019378,NetworkPacketLoss,packet_loss_pct,7.3,5,P2 High,order-service,host-001,Network,firing,26
2024-02-10 05:37:48.774979,ALT-003633,HighMemory,memory_util,217.47,85,P1 Critical,message-broker,host-013,Compute,resolved,87
2024-02-10 05:41:47.198628,ALT-008150,NetworkPacketLoss,packet_loss_pct,6.76,5,P3 Medium,order-service,host-045,Network,resolved,16
2024-02-10 05:49:15.221679,ALT-012788,LowNetworkThroughput,net_in_mbps,19.76,10,P1 Critical,auth-service,host-012,Network,firing,158
2024-02-10 05:49:51.611549,ALT-010841,LowNetworkThroughput,net_in_mbps,15.14,10,P2 High,auth-service,host-016,Network,firing,191
2024-02-10 06:27:55.744398,ALT-017662,CloudQuotaExhausted,quota_pct,122.83,90,P3 Medium,analytics-engine,host-002,Cloud,resolved,182
2024-02-10 06:58:45.356034,ALT-011850,HighCPU,cpu_util,99.87,80,P3 Medium,order-service,host-003,Compute,firing,25
2024-02-10 07:03:31.904780,ALT-007189,LowNetworkThroughput,net_in_mbps,12.44,10,P3 Medium,order-service,host-034,Network,firing,129
2024-02-10 07:12:23.380676,ALT-018331,LowNetworkThroughput,net_in_mbps,25.75,10,P1 Critical,reporting-service,host-038,Network,resolved,132
2024-02-10 07:41:17.400768,ALT-005678,DiskFull,disk_util,85.22,90,P4 Low,notification-service,host-033,Storage,firing,50
2024-02-10 07:42:37.519896,ALT-002479,HighCPU,cpu_util,123.76,80,P2 High,analytics-engine,host-029,Compute,firing,156
2024-02-10 08:03:51.085404,ALT-000558,HighGCPause,gc_pause_ms,678.23,500,P3 Medium,analytics-engine,host-007,Application,resolved,2
2024-02-10 08:31:45.286526,ALT-008654,DBConnectionPool,connection_pct,121.57,80,P2 High,api-gateway,host-010,Database,resolved,180
2024-02-10 08:32:12.018895,ALT-017397,HighCPU,cpu_util,121.29,80,P2 High,inventory-api,host-032,Compute,firing,4
2024-02-10 09:03:23.080275,ALT-003289,HighGCPause,gc_pause_ms,1320.25,500,P1 Critical,payment-gateway,host-021,Application,resolved,160
2024-02-10 09:04:00.803343,ALT-007017,CloudQuotaExhausted,quota_pct,171.79,90,P1 Critical,payment-gateway,host-028,Cloud,firing,150
2024-02-10 09:13:37.229896,ALT-011362,HighCPU,cpu_util,89.68,80,P3 Medium,order-service,host-028,Compute,firing,220
2024-02-10 09:46:26.816905,ALT-016380,HighCPU,cpu_util,74.16,80,P4 Low,auth-service,host-005,Compute,firing,168
2024-02-10 10:09:44.221144,ALT-006850,HighErrorRate,error_rate,6.04,5,P3 Medium,analytics-engine,host-025,Application,resolved,183
2024-02-10 10:31:47.639964,ALT-001486,HighLatency,latency_ms,1181.64,1000,P3 Medium,cache-cluster,host-011,Application,firing,38
2024-02-10 10:43:03.061958,ALT-007506,HighErrorRate,error_rate,9.46,5,P1 Critical,order-service,host-027,Application,firing,95
2024-02-10 10:56:33.599478,ALT-012887,LowNetworkThroughput,net_in_mbps,14.68,10,P2 High,notification-service,host-007,Network,resolved,135
2024-02-10 11:04:23.525041,ALT-009081,HighCPU,cpu_util,79.75,80,P4 Low,auth-service,host-022,Compute,firing,175
2024-02-10 11:05:49.711705,ALT-012699,LowRequestRate,request_rate,19.52,10,P1 Critical,cache-cluster,host-046,Application,resolved,76
2024-02-10 11:13:06.649696,ALT-018667,PodCrashLoop,restart_count,6.3,3,P1 Critical,payment-gateway,host-043,Cloud,firing,15
2024-02-10 11:15:21.977785,ALT-000014,NetworkPacketLoss,packet_loss_pct,5.35,5,P4 Low,cache-cluster,host-027,Network,resolved,196
2024-02-10 11:20:41.712789,ALT-014352,LowNetworkThroughput,net_in_mbps,16.14,10,P2 High,inventory-api,host-019,Network,resolved,42
2024-02-10 11:21:55.606847,ALT-007577,HighGCPause,gc_pause_ms,645.3,500,P3 Medium,notification-service,host-016,Application,resolved,79
2024-02-10 11:37:27.524019,ALT-003225,HighMemory,memory_util,108.78,85,P3 Medium,reporting-service,host-045,Compute,firing,210
2024-02-10 11:55:04.085750,ALT-005103,HighLatency,latency_ms,1272.45,1000,P3 Medium,cache-cluster,host-005,Application,firing,217
2024-02-10 11:55:07.414975,ALT-010626,HighMemory,memory_util,123.27,85,P2 High,message-broker,host-010,Compute,firing,182
2024-02-10 12:01:26.513857,ALT-008568,LowRequestRate,request_rate,12.32,10,P3 Medium,payment-gateway,host-007,Application,resolved,183
2024-02-10 12:07:42.376553,ALT-001732,DiskFull,disk_util,222.09,90,P1 Critical,payment-gateway,host-011,Storage,firing,172
2024-02-10 12:30:37.348727,ALT-002418,HighGCPause,gc_pause_ms,497.81,500,P4 Low,reporting-service,host-037,Application,firing,157
2024-02-10 12:32:32.189909,ALT-018097,NetworkPacketLoss,packet_loss_pct,5.37,5,P4 Low,api-gateway,host-024,Network,resolved,54
2024-02-10 12:33:06.324254,ALT-006469,HighErrorRate,error_rate,7.98,5,P2 High,notification-service,host-003,Application,firing,137
2024-02-10 12:42:18.462343,ALT-003699,PodCrashLoop,restart_count,5.41,3,P1 Critical,auth-service,host-029,Cloud,resolved,94
2024-02-10 13:49:26.927052,ALT-017586,HighLatency,latency_ms,959.09,1000,P4 Low,inventory-api,host-004,Application,resolved,186
2024-02-10 13:52:49.978831,ALT-016812,HighErrorRate,error_rate,7.68,5,P2 High,analytics-engine,host-013,Application,resolved,72
2024-02-10 14:00:02.349030,ALT-013698,HighGCPause,gc_pause_ms,1093.65,500,P1 Critical,cache-cluster,host-046,Application,resolved,79
2024-02-10 14:15:24.478826,ALT-000704,CloudQuotaExhausted,quota_pct,101.68,90,P3 Medium,cache-cluster,host-019,Cloud,resolved,84
2024-02-10 14:19:49.688850,ALT-013228,DBConnectionPool,connection_pct,149.4,80,P1 Critical,auth-service,host-028,Database,firing,207
2024-02-10 14:29:27.503586,ALT-011464,LowRequestRate,request_rate,12.31,10,P3 Medium,auth-service,host-009,Application,firing,182
2024-02-10 14:33:05.124644,ALT-011224,HighMemory,memory_util,121.42,85,P2 High,auth-service,host-021,Compute,firing,231
2024-02-10 14:34:32.890217,ALT-019601,NetworkPacketLoss,packet_loss_pct,13.31,5,P1 Critical,notification-service,host-025,Network,firing,49
2024-02-10 14:51:59.228114,ALT-017398,HighCPU,cpu_util,164.5,80,P1 Critical,message-broker,host-047,Compute,firing,66
2024-02-10 14:56:41.566017,ALT-013357,DBConnectionPool,connection_pct,104.45,80,P3 Medium,inventory-api,host-001,Database,firing,130
2024-02-10 15:03:38.028175,ALT-001919,NetworkPacketLoss,packet_loss_pct,6.39,5,P3 Medium,cache-cluster,host-026,Network,firing,153
2024-02-10 15:42:36.229838,ALT-018175,HighMemory,memory_util,122.1,85,P2 High,payment-gateway,host-013,Compute,resolved,66
2024-02-10 15:50:00.220319,ALT-014945,HighMemory,memory_util,103.46,85,P3 Medium,notification-service,host-017,Compute,resolved,63
2024-02-10 15:58:35.443111,ALT-018733,HighGCPause,gc_pause_ms,557.37,500,P3 Medium,message-broker,host-037,Application,resolved,197
2024-02-10 16:18:30.395833,ALT-017730,HighErrorRate,error_rate,7.26,5,P2 High,api-gateway,host-034,Application,resolved,107
2024-02-10 16:24:10.093440,ALT-002270,HighCPU,cpu_util,117.46,80,P2 High,payment-gateway,host-003,Compute,firing,225
2024-02-10 17:15:20.943219,ALT-013029,LowRequestRate,request_rate,25.89,10,P1 Critical,inventory-api,host-007,Application,firing,94
2024-02-10 17:33:27.709581,ALT-004020,NetworkPacketLoss,packet_loss_pct,6.99,5,P3 Medium,notification-service,host-018,Network,resolved,134
2024-02-10 18:05:14.354057,ALT-015341,DBConnectionPool,connection_pct,72.61,80,P4 Low,notification-service,host-008,Database,firing,206
2024-02-10 18:10:35.078969,ALT-009389,CloudQuotaExhausted,quota_pct,143.54,90,P2 High,auth-service,host-003,Cloud,firing,222
2024-02-10 18:26:01.740528,ALT-012576,HighCPU,cpu_util,169.9,80,P1 Critical,order-service,host-004,Compute,firing,215
2024-02-10 18:33:21.379707,ALT-012642,HighCPU,cpu_util,104.33,80,P3 Medium,api-gateway,host-008,Compute,resolved,81
2024-02-10 18:44:32.853380,ALT-016889,LowRequestRate,request_rate,13.82,10,P3 Medium,inventory-api,host-046,Application,firing,201
2024-02-10 19:05:55.449370,ALT-014431,LowRequestRate,request_rate,21.64,10,P1 Critical,analytics-engine,host-045,Application,firing,123
2024-02-10 19:08:14.868868,ALT-012236,PodCrashLoop,restart_count,3.93,3,P3 Medium,reporting-service,host-035,Cloud,firing,36
2024-02-10 19:16:33.596432,ALT-015890,HighErrorRate,error_rate,7.64,5,P2 High,order-service,host-026,Application,firing,88
2024-02-10 19:17:47.523776,ALT-016316,NetworkPacketLoss,packet_loss_pct,5.31,5,P4 Low,message-broker,host-034,Network,firing,139
2024-02-10 20:01:32.865868,ALT-015900,PodCrashLoop,restart_count,3.64,3,P3 Medium,api-gateway,host-039,Cloud,firing,191
2024-02-10 20:05:59.465263,ALT-004479,HighGCPause,gc_pause_ms,1221.12,500,P1 Critical,message-broker,host-040,Application,firing,110
2024-02-10 20:29:52.506138,ALT-001387,HighErrorRate,error_rate,6.31,5,P3 Medium,message-broker,host-041,Application,firing,54
2024-02-10 20:33:36.882995,ALT-006269,LowNetworkThroughput,net_in_mbps,10.64,10,P4 Low,api-gateway,host-020,Network,firing,4
2024-02-10 21:40:30.467681,ALT-009218,HighGCPause,gc_pause_ms,1352.57,500,P1 Critical,cache-cluster,host-038,Application,resolved,224
2024-02-10 21:46:39.364280,ALT-001541,LowRequestRate,request_rate,9.37,10,P4 Low,analytics-engine,host-043,Application,resolved,40
2024-02-10 22:12:09.372225,ALT-009773,HighCPU,cpu_util,73.84,80,P4 Low,auth-service,host-048,Compute,firing,3
2024-02-10 22:35:49.221957,ALT-012653,NetworkPacketLoss,packet_loss_pct,4.59,5,P4 Low,payment-gateway,host-019,Network,resolved,181
2024-02-10 22:55:59.865698,ALT-003748,NetworkPacketLoss,packet_loss_pct,9.74,5,P1 Critical,inventory-api,host-026,Network,firing,82
2024-02-10 23:04:21.549377,ALT-004484,PodCrashLoop,restart_count,3.3,3,P4 Low,api-gateway,host-002,Cloud,resolved,20
2024-02-10 23:23:54.339166,ALT-018372,HighMemory,memory_util,116.12,85,P3 Medium,analytics-engine,host-005,Compute,firing,146
2024-02-10 23:28:34.822671,ALT-006876,HighMemory,memory_util,96.42,85,P3 Medium,order-service,host-028,Compute,firing,102
2024-02-10 23:33:19.846635,ALT-017642,PodCrashLoop,restart_count,7.12,3,P1 Critical,cache-cluster,host-036,Cloud,firing,79
2024-02-10 23:56:54.926332,ALT-010320,HighCPU,cpu_util,100.23,80,P3 Medium,order-service,host-026,Compute,firing,39
2024-02-11 00:13:00.145122,ALT-009986,HighCPU,cpu_util,157.76,80,P1 Critical,api-gateway,host-049,Compute,firing,24
2024-02-11 00:17:48.103599,ALT-003069,HighMemory,memory_util,110.94,85,P3 Medium,payment-gateway,host-034,Compute,resolved,214
2024-02-11 00:17:52.771053,ALT-013900,CloudQuotaExhausted,quota_pct,143.88,90,P2 High,inventory-api,host-002,Cloud,firing,178
2024-02-11 00:56:37.440977,ALT-016246,LowRequestRate,request_rate,10.33,10,P4 Low,api-gateway,host-013,Application,resolved,95
2024-02-11 01:06:26.704329,ALT-003196,DBConnectionPool,connection_pct,87.54,80,P4 Low,cache-cluster,host-028,Database,resolved,164
2024-02-11 01:07:32.673991,ALT-018802,HighMemory,memory_util,78.19,85,P4 Low,api-gateway,host-004,Compute,resolved,186
2024-02-11 01:11:37.137823,ALT-003755,HighCPU,cpu_util,185.76,80,P1 Critical,message-broker,host-026,Compute,resolved,175
2024-02-11 01:20:15.174028,ALT-001470,HighLatency,latency_ms,2746.89,1000,P1 Critical,notification-service,host-050,Application,firing,219
2024-02-11 01:41:33.679023,ALT-002170,HighLatency,latency_ms,1401.15,1000,P2 High,api-gateway,host-019,Application,resolved,71
2024-02-11 01:55:16.560877,ALT-008221,HighMemory,memory_util,181.68,85,P1 Critical,payment-gateway,host-002,Compute,firing,36
2024-02-11 02:08:47.044992,ALT-008811,HighGCPause,gc_pause_ms,503.38,500,P4 Low,reporting-service,host-049,Application,firing,104
2024-02-11 02:51:57.708614,ALT-016279,DBConnectionPool,connection_pct,75.13,80,P4 Low,analytics-engine,host-006,Database,resolved,222
2024-02-11 03:04:20.755554,ALT-003912,DBConnectionPool,connection_pct,76.29,80,P4 Low,auth-service,host-023,Database,firing,165
2024-02-11 03:19:26.465562,ALT-013022,HighLatency,latency_ms,1265.36,1000,P3 Medium,payment-gateway,host-018,Application,firing,70
2024-02-11 03:50:36.240306,ALT-009717,LowRequestRate,request_rate,10.69,10,P4 Low,order-service,host-007,Application,firing,169
2024-02-11 04:00:43.464644,ALT-007164,DBConnectionPool,connection_pct,130.4,80,P2 High,api-gateway,host-014,Database,resolved,2
2024-02-11 04:22:02.393304,ALT-011296,HighCPU,cpu_util,121.5,80,P2 High,api-gateway,host-017,Compute,resolved,200
2024-02-11 04:48:39.231682,ALT-016292,PodCrashLoop,restart_count,3.57,3,P3 Medium,payment-gateway,host-021,Cloud,resolved,161
2024-02-11 05:03:28.425492,ALT-016629,LowNetworkThroughput,net_in_mbps,10.98,10,P4 Low,notification-service,host-010,Network,firing,85
2024-02-11 05:11:48.797167,ALT-009669,HighGCPause,gc_pause_ms,643.1,500,P3 Medium,inventory-api,host-035,Application,resolved,71
2024-02-11 05:50:56.125323,ALT-009254,DiskFull,disk_util,146.92,90,P2 High,cache-cluster,host-027,Storage,firing,168
2024-02-11 05:51:34.736905,ALT-003141,HighCPU,cpu_util,113.1,80,P2 High,inventory-api,host-032,Compute,firing,216
2024-02-11 06:00:47.579439,ALT-004382,DiskFull,disk_util,192.91,90,P1 Critical,api-gateway,host-021,Storage,resolved,103
2024-02-11 06:05:44.288664,ALT-017573,HighMemory,memory_util,82.2,85,P4 Low,inventory-api,host-001,Compute,firing,126
2024-02-11 06:11:18.798485,ALT-004037,NetworkPacketLoss,packet_loss_pct,5.87,5,P3 Medium,reporting-service,host-009,Network,firing,151
2024-02-11 06:16:58.766135,ALT-001959,LowRequestRate,request_rate,11.77,10,P3 Medium,payment-gateway,host-004,Application,firing,139
2024-02-11 06:21:36.634582,ALT-001870,PodCrashLoop,restart_count,3.17,3,P4 Low,payment-gateway,host-024,Cloud,resolved,20
2024-02-11 06:24:56.401700,ALT-018388,HighMemory,memory_util,165.89,85,P1 Critical,inventory-api,host-009,Compute,firing,207
2024-02-11 06:26:39.508547,ALT-004303,DiskFull,disk_util,113.7,90,P3 Medium,payment-gateway,host-005,Storage,firing,187
2024-02-11 06:30:48.450862,ALT-009515,HighMemory,memory_util,79.67,85,P4 Low,api-gateway,host-005,Compute,firing,87
2024-02-11 06:32:32.483092,ALT-012071,LowRequestRate,request_rate,10.91,10,P4 Low,analytics-engine,host-044,Application,resolved,74
2024-02-11 06:56:57.574113,ALT-015560,NetworkPacketLoss,packet_loss_pct,5.93,5,P3 Medium,auth-service,host-005,Network,resolved,15
2024-02-11 07:08:32.347398,ALT-006458,CloudQuotaExhausted,quota_pct,204.24,90,P1 Critical,analytics-engine,host-005,Cloud,resolved,181
2024-02-11 07:13:24.288558,ALT-006182,HighCPU,cpu_util,190.67,80,P1 Critical,reporting-service,host-013,Compute,resolved,207
2024-02-11 07:35:09.943283,ALT-017761,CloudQuotaExhausted,quota_pct,169.17,90,P1 Critical,payment-gateway,host-044,Cloud,firing,191
2024-02-11 07:36:57.162508,ALT-008974,HighCPU,cpu_util,214.63,80,P1 Critical,inventory-api,host-005,Compute,resolved,218
2024-02-11 08:07:37.569428,ALT-014560,LowNetworkThroughput,net_in_mbps,12.9,10,P3 Medium,inventory-api,host-038,Network,firing,80
2024-02-11 08:21:23.931901,ALT-002104,NetworkPacketLoss,packet_loss_pct,5.22,5,P4 Low,order-service,host-016,Network,firing,27
2024-02-11 08:31:01.817108,ALT-009289,NetworkPacketLoss,packet_loss_pct,5.53,5,P3 Medium,cache-cluster,host-009,Network,firing,110
2024-02-11 08:38:35.392647,ALT-015248,DBConnectionPool,connection_pct,110.36,80,P3 Medium,notification-service,host-028,Database,firing,62
2024-02-11 08:41:07.782179,ALT-015219,LowRequestRate,request_rate,25.7,10,P1 Critical,reporting-service,host-024,Application,resolved,2
2024-02-11 08:43:12.558711,ALT-007309,PodCrashLoop,restart_count,7.8,3,P1 Critical,auth-service,host-045,Cloud,resolved,72
2024-02-11 09:40:35.958248,ALT-019306,HighMemory,memory_util,95.43,85,P3 Medium,cache-cluster,host-008,Compute,resolved,174
2024-02-11 09:48:49.416567,ALT-013858,CloudQuotaExhausted,quota_pct,112.36,90,P3 Medium,cache-cluster,host-049,Cloud,firing,68
2024-02-11 09:50:19.756303,ALT-011204,LowRequestRate,request_rate,11.22,10,P3 Medium,payment-gateway,host-036,Application,resolved,140
2024-02-11 09:52:23.481895,ALT-011883,CloudQuotaExhausted,quota_pct,109.85,90,P3 Medium,payment-gateway,host-030,Cloud,firing,10
2024-02-11 10:04:56.779391,ALT-010600,DBConnectionPool,connection_pct,89.49,80,P3 Medium,message-broker,host-003,Database,firing,9
2024-02-11 10:05:33.656365,ALT-005824,HighGCPause,gc_pause_ms,549.07,500,P4 Low,analytics-engine,host-029,Application,resolved,122
2024-02-11 10:12:48.784744,ALT-006060,DBConnectionPool,connection_pct,89.78,80,P3 Medium,api-gateway,host-014,Database,firing,36
2024-02-11 10:22:07.681380,ALT-016068,HighErrorRate,error_rate,5.67,5,P3 Medium,api-gateway,host-035,Application,firing,215
2024-02-11 10:24:03.351301,ALT-002756,LowRequestRate,request_rate,14.78,10,P2 High,order-service,host-021,Application,firing,133
2024-02-11 10:42:48.326655,ALT-012511,HighCPU,cpu_util,119.77,80,P2 High,cache-cluster,host-039,Compute,firing,211
2024-02-11 11:07:32.339917,ALT-011814,NetworkPacketLoss,packet_loss_pct,6.45,5,P3 Medium,api-gateway,host-014,Network,firing,223
2024-02-11 12:02:42.898883,ALT-011530,DBConnectionPool,connection_pct,127.1,80,P2 High,reporting-service,host-022,Database,firing,37
2024-02-11 12:08:16.312913,ALT-003667,LowNetworkThroughput,net_in_mbps,11.07,10,P3 Medium,inventory-api,host-005,Network,resolved,35
2024-02-11 12:38:53.580111,ALT-000116,LowRequestRate,request_rate,11.38,10,P3 Medium,api-gateway,host-030,Application,resolved,122
2024-02-11 12:56:22.861887,ALT-007211,HighGCPause,gc_pause_ms,1094.69,500,P1 Critical,inventory-api,host-044,Application,firing,20
2024-02-11 13:16:31.292695,ALT-010946,PodCrashLoop,restart_count,5.63,3,P1 Critical,message-broker,host-027,Cloud,firing,31
2024-02-11 13:45:05.198294,ALT-012704,HighLatency,latency_ms,1619.25,1000,P2 High,analytics-engine,host-038,Application,firing,79
2024-02-11 13:50:02.021236,ALT-003666,HighCPU,cpu_util,197.87,80,P1 Critical,payment-gateway,host-005,Compute,firing,96
2024-02-11 13:56:12.769308,ALT-004214,HighErrorRate,error_rate,10.34,5,P1 Critical,auth-service,host-042,Application,firing,29
2024-02-11 13:57:32.771111,ALT-018700,HighMemory,memory_util,93.18,85,P4 Low,message-broker,host-010,Compute,firing,118
2024-02-11 14:21:40.178440,ALT-014039,CloudQuotaExhausted,quota_pct,102.03,90,P3 Medium,message-broker,host-026,Cloud,resolved,230
2024-02-11 14:22:41.115609,ALT-018144,HighLatency,latency_ms,1482.96,1000,P2 High,cache-cluster,host-004,Application,firing,159
2024-02-11 14:27:14.927722,ALT-019806,CloudQuotaExhausted,quota_pct,101.96,90,P3 Medium,analytics-engine,host-034,Cloud,firing,216
2024-02-11 14:28:56.630988,ALT-003777,HighGCPause,gc_pause_ms,572.9,500,P3 Medium,order-service,host-014,Application,firing,167
2024-02-11 14:34:44.283924,ALT-009595,LowNetworkThroughput,net_in_mbps,10.18,10,P4 Low,payment-gateway,host-047,Network,resolved,104
2024-02-11 14:43:04.064554,ALT-011958,DiskFull,disk_util,83.52,90,P4 Low,analytics-engine,host-023,Storage,firing,25
2024-02-11 14:54:04.974812,ALT-011737,PodCrashLoop,restart_count,3.77,3,P3 Medium,auth-service,host-021,Cloud,resolved,158
2024-02-11 14:56:12.213728,ALT-009126,LowNetworkThroughput,net_in_mbps,21.06,10,P1 Critical,auth-service,host-029,Network,firing,134
2024-02-11 15:15:29.280490,ALT-005356,CloudQuotaExhausted,quota_pct,86.23,90,P4 Low,payment-gateway,host-002,Cloud,firing,185
2024-02-11 15:21:44.348271,ALT-012467,CloudQuotaExhausted,quota_pct,106.16,90,P3 Medium,order-service,host-003,Cloud,resolved,98
2024-02-11 15:26:16.342103,ALT-018849,DiskFull,disk_util,114.46,90,P3 Medium,message-broker,host-038,Storage,resolved,152
2024-02-11 15:28:32.844287,ALT-007956,LowNetworkThroughput,net_in_mbps,11.42,10,P3 Medium,payment-gateway,host-028,Network,resolved,12
2024-02-11 15:30:31.728443,ALT-018814,HighLatency,latency_ms,1167.87,1000,P3 Medium,cache-cluster,host-031,Application,firing,177
2024-02-11 15:36:27.263283,ALT-007086,DBConnectionPool,connection_pct,109.77,80,P3 Medium,message-broker,host-017,Database,resolved,197
2024-02-11 15:58:58.600202,ALT-012069,DBConnectionPool,connection_pct,92.29,80,P3 Medium,api-gateway,host-040,Database,firing,158
2024-02-11 16:05:54.111194,ALT-017841,PodCrashLoop,restart_count,3.63,3,P3 Medium,analytics-engine,host-001,Cloud,firing,49
2024-02-11 16:13:04.743613,ALT-002837,HighErrorRate,error_rate,7.9,5,P2 High,analytics-engine,host-045,Application,resolved,224
2024-02-11 16:28:04.073532,ALT-006436,LowRequestRate,request_rate,18.72,10,P1 Critical,payment-gateway,host-026,Application,firing,129
2024-02-11 16:47:19.675289,ALT-003284,CloudQuotaExhausted,quota_pct,81.92,90,P4 Low,order-service,host-049,Cloud,resolved,168
2024-02-11 16:47:46.592981,ALT-015830,LowNetworkThroughput,net_in_mbps,19.08,10,P1 Critical,message-broker,host-011,Network,firing,113
2024-02-11 16:57:24.634915,ALT-006378,PodCrashLoop,restart_count,3.68,3,P3 Medium,payment-gateway,host-039,Cloud,firing,136
2024-02-11 17:02:10.835936,ALT-004515,NetworkPacketLoss,packet_loss_pct,5.49,5,P4 Low,order-service,host-014,Network,resolved,113
2024-02-11 17:28:20.197074,ALT-001250,HighMemory,memory_util,130.49,85,P2 High,inventory-api,host-050,Compute,firing,49
2024-02-11 17:46:11.328192,ALT-002551,LowNetworkThroughput,net_in_mbps,11.57,10,P3 Medium,payment-gateway,host-017,Network,firing,100
2024-02-11 17:46:39.966964,ALT-000701,NetworkPacketLoss,packet_loss_pct,6.58,5,P3 Medium,cache-cluster,host-010,Network,firing,193
2024-02-11 17:58:14.619977,ALT-012561,PodCrashLoop,restart_count,2.95,3,P4 Low,analytics-engine,host-001,Cloud,resolved,16
2024-02-11 18:04:51.057335,ALT-005110,HighGCPause,gc_pause_ms,1034.68,500,P1 Critical,message-broker,host-042,Application,firing,82
2024-02-11 18:10:26.389272,ALT-015223,LowNetworkThroughput,net_in_mbps,21.84,10,P1 Critical,reporting-service,host-009,Network,firing,78
2024-02-11 18:37:30.890087,ALT-014409,HighGCPause,gc_pause_ms,520.23,500,P4 Low,auth-service,host-021,Application,firing,183
2024-02-11 18:38:54.106374,ALT-012192,HighMemory,memory_util,184.28,85,P1 Critical,auth-service,host-015,Compute,resolved,23
2024-02-11 18:41:27.853881,ALT-019005,PodCrashLoop,restart_count,4.19,3,P3 Medium,reporting-service,host-008,Cloud,firing,97
2024-02-11 18:53:40.668867,ALT-006261,NetworkPacketLoss,packet_loss_pct,11.9,5,P1 Critical,cache-cluster,host-013,Network,firing,169
2024-02-11 18:58:37.027065,ALT-007925,HighGCPause,gc_pause_ms,464.95,500,P4 Low,api-gateway,host-036,Application,firing,161
2024-02-11 18:59:05.925001,ALT-015769,HighGCPause,gc_pause_ms,580.49,500,P3 Medium,message-broker,host-029,Application,resolved,186
2024-02-11 19:21:03.308102,ALT-012060,DiskFull,disk_util,108.33,90,P3 Medium,auth-service,host-005,Storage,firing,192
2024-02-11 19:29:45.491075,ALT-006181,HighGCPause,gc_pause_ms,637.37,500,P3 Medium,cache-cluster,host-031,Application,firing,224
2024-02-11 19:38:37.548224,ALT-004674,NetworkPacketLoss,packet_loss_pct,8.2,5,P2 High,reporting-service,host-031,Network,firing,124
2024-02-11 19:41:22.762584,ALT-004631,DBConnectionPool,connection_pct,80.01,80,P4 Low,order-service,host-050,Database,firing,146
2024-02-11 19:56:02.800468,ALT-016624,HighMemory,memory_util,126.14,85,P2 High,message-broker,host-036,Compute,resolved,5
2024-02-11 20:02:20.604197,ALT-001038,LowNetworkThroughput,net_in_mbps,18.57,10,P1 Critical,cache-cluster,host-036,Network,firing,5
2024-02-11 20:02:50.468771,ALT-008570,CloudQuotaExhausted,quota_pct,97.21,90,P4 Low,payment-gateway,host-014,Cloud,resolved,218
2024-02-11 20:14:22.748779,ALT-017751,PodCrashLoop,restart_count,3.28,3,P4 Low,notification-service,host-028,Cloud,firing,219
2024-02-11 20:27:08.462846,ALT-012322,HighLatency,latency_ms,940.58,1000,P4 Low,message-broker,host-028,Application,resolved,95
2024-02-11 20:27:58.001954,ALT-016731,HighErrorRate,error_rate,12.98,5,P1 Critical,cache-cluster,host-027,Application,firing,226
